ORG_EIN,ORG_NAME,STREET,CITY,STATE,ZIP,NTEE_CD,SORT_NAME
821772587,TEN YAD - A HELPING HAND,2110 E LINCOLN DR,PHOENIX,AZ,85016-1123,K31,NA
821797993,PORTLAND BACKPACK,6600 NE 78TH CT STE C4,PORTLAND,OR,97218-2821,K30,NA
821808823,DENVER RUSTLERS INC,1235 ELATI ST,DENVER,CO,80204-3612,K20,NA
821815779,RIDGEFIELD COMMUNITY GLEANERS ASSOCIATION,304 RIVERVIEW DR,RIDGEFIELD,WA,98642-9342,K30,NA
821834218,BRINGING VISION INTO FOCUS,9006 QUAIL RUN DR,CHATTANOOGA,TN,37421-1340,K99,NA
821849728,SIKH SEVA USA INC,2035 BEDFORD ST,SANTA ROSA,CA,95404-8029,K30,NA
821851563,MAKING A DIFFERENCE BY MAKING A CHANGE FOUNDATION INC,1520 HALSTEAD LN APT 108,SANFORD,FL,32771-2324,K30,NA
821854761,GFA PANTRY INC,821 E MAIN ST,GENTRY,AR,72734-8256,K30,NA
821891422,GOALS FOR BOWLS FOUNDATION,947 W GLADE RD,HURST,TX,76054-2075,K12,GOALS FOR BOWLS
821907841,SOWERS OF SEEDS,2544 CARRIAGE DR,MILLIKEN,CO,80543-3106,K30,NA
821923342,ALMANOR BASIN FOOD PANTRY,PO BOX 1445,CHESTER,CA,96020-1445,K31,NA
821939616,BEAUTYS COMMUNITY CORPORATION,3201 AIRLINE DR,HOUSTON,TX,77022-0000,K99,NA
821958166,RIVERSIDE GARDEN COUNCIL,4500 GLENWOOD DR STE A,RIVERSIDE,CA,92501-3066,K31,NA
821986056,HICKORY COUNTY CATTLEMENS ASSOCIATION,PO BOX 397,HERMITAGE,MO,65668-0397,K20,NA
821989275,HELP A MOMMY PROJECT,9304 SPIDER LILY LN,JACKSONVILLE,FL,32219-6010,K31,NA
822002918,AVA FFA BOOSTER CLUB,PO BOX 330,AVA,MO,65608-0330,K99,NA
822012860,NAPA VALLEY GRAPEGROWERS FOUNDATION,831 LATOUR CT STE A,NAPA,CA,94558-6260,K99,NA
822022275,TAFB DISTRIBUTION CENTER INC,2525 CULLEN ST,FORT WORTH,TX,76107-8403,K11,NA
822073921,CHRISTIAN FAITH CHURCH MINISTRIES,260 COOPER CREEK RD,HENNING,TN,38041-6906,K30,NA
822093319,HEART THAT GIVES FOUNDATION,4800 E LOG PROVIDENCE RD,COLUMBIA,MO,65201-8840,K30,NA
822103778,ABUNDANT BLESSINGS OUTREACH INC,860 NW 183RD ST,MIAMI GARDENS,FL,33169-4252,K30,NA
822137260,7495 FEEDING FOUNDATION,618 CHESTERFIELD LN,LEAGUE CITY,TX,77573-1524,K30,NA
822161832,SAY GRACE,PO BOX 412,ST JOSEPH,LA,71366-0412,K12,NA
822167039,FREE COMMUNITY MEAL,671 12TH ST,OGDEN,UT,84404-4984,K34,NA
822212731,NEWPORT-COCKE COUNTY SENIOR CENTER,PO BOX 37,NEWPORT,TN,37822-0037,K30,SENIORS SOCIAL SERVICES
822214642,FRIENDS UNITING NEIGHBORS INC,37480 AURORA LN,ANZA,CA,92539-9166,K30,NA
822222733,HARVEST TO HOPE INC,6300 CROMWELL MARINE CREEK RD,FORT WORTH,TX,76179-4564,P20,NA
822238443,JILLS PANTRY,3905 HIGH ST,OAKLAND,CA,94619-2211,K31,NA
822241612,AWALI INC,6099 PATTILLO WAY,LITHONIA,GA,30058-6219,K20,NA
822254726,CRYSTAL RIVER VALLEY NON PROFIT FOOD COOP,328 ONARGA AVE,PAONIA,CO,81428-5070,K30,NA
822256555,WAVES OF COMPASSION FOUNDATION,PO BOX 22,BODEGA BAY,CA,94923-0022,K31,NA
822260095,INCREDIBLE EDIBLE MID-PENINSULA,532 ARLINGTON RD,REDWOOD CITY,CA,94062-1841,K20,NA
822274132,HENDERSON COUNTY FAIR ASSOCIATION,PO BOX 555,LEXINGTON,TN,38351-0555,K20,NA
822282693,YIELD LAB INSTITUTE,1100 CORPORATE SQUARE DR STE 212,ST LOUIS,MO,63132-2947,K20,NA
822284039,HUEYTOWN HARVEST FARMERS MARKET INC,2066 HIGH SCHOOL RD,HUEYTOWN,AL,35023-2123,K99,NA
822287300,CERTIFIED OKLAHOMA BRED ASSOCIATION,723 E TAMARACK RD,ALTUS,OK,73521-1213,K20,NA
822300504,LORDS FOOD PANTRY,PO BOX 377,DAINGERFIELD,TX,75638-0377,K31,NA
822313385,EAST TENNESSEE GLEANERS COOP INC,215 REAL MCCOY DR,CROSSVILLE,TN,38572-7084,K30,NA
822336727,HOPE GEL INC,5738 NW 39TH WAY,BOCA RATON,FL,33496-2735,K30,NA
822354260,SALINAS RIVER CHANNEL STREAM MAINT PROGRAMS RIVER MGMT UNIT ASSN INC,1140 ABBOTT STREET C,SALINAS,CA,93901-4503,K99,NA
822384386,GIVE TO HEAL FOUNDATION INC,1000 BRICKELL PLZ UNIT 4910,MIAMI,FL,33131-3880,K11,NA
822386510,ENCOURAGING RELIEF CENTER,PO BOX 37408,JACKSONVILLE,FL,32236-7408,K30,NA
822388465,SAINT ABASKHIRON THE SOLDIER,3086 PINEHURST DR,CORONA,CA,92881-0930,K31,NA
822404034,GLEANSOW,4041 COUNTY ROAD 491,STEVENSON,AL,35772-4243,K99,NA
822417389,BUTLER COMMUNITY CAFE,102 S BISHOP ST,BUTLER,MO,64730-1804,K34,NA
822421349,COMMON MARKET TEXAS INCORPORATED,2121 GULF CENTRAL DR,HOUSTON,TX,77023-4513,K30,NA
822422303,HEALTHY SPARK,111 23RD AVE N,NASHVILLE,TN,37203-1701,K34,NA
822425995,MOTHER TERESA FOOD PANTRY,1716 S EDMONDS LN APT 54,LEWISVILLE,TX,75067-5859,K31,MTFP
822430865,UNITY CHURCH OF GOD INC,6872 SILVER STAR RD,ORLANDO,FL,32818-3193,K31,NA
822440932,CRESCENTA VALLEY HIGH SCHOOL BOYS LACROSSE BOOSTER CLUB,2550 HONOLULU AVE STE 207,MONTROSE,CA,91020-1860,K11,NA
822461103,AL & FRIENDS INC,2511 GARDEN RD STE B100,MONTEREY,CA,93940-5344,K34,NA
822476716,CONCHO KITCHENS UNITED,PO BOX 692,CONCHO,AZ,85924-0692,K30,NA
822481962,HUNTERS FOR MISSISSIPPI CHILDREN INC,144 A OLD HWY 51 RD,PICKENS,MS,39146-0000,K20,NA
822488669,ESSENTIAL EATS DISTRIBUTORS INC,1139 HARRISON ST,MISSOULA,MT,59802-3851,K30,NA
822491928,NORTH PACIFIC COUNTY FOOD BANK,1899 PARK AVE,RAYMOND,WA,98577-1315,K31,NA
822496140,JOURNEY OF FAITH MINISTRY OF HOPE,10390 EMMANUEL ST,DAPHNE,AL,36526-9526,K30,NA
822530068,WOODWARD SENIOR NUTRITION PROGRAM,1420 DOWNS AVE,WOODWARD,OK,73801-5629,K36,NA
822534634,ANY STEP COMMUNITY SERVICES,3910 HARRY HINES BLVD,DALLAS,TX,75219-3204,K30,NA
822548760,GRANITE COUNTY FOOD PANTRY,12 MAXVILLE RD,PHILIPSBURG,MT,59858-9605,K31,NA
822564753,BRAWLEY FEED THE NEED INC,PO BOX 1704,BRAWLEY,CA,92227-0000,K30,NA
822575438,INTERNATIONAL MINISTERIAL COUNCIL OF ARIZONA,5202 N 22ND AVE,PHOENIX,AZ,85015-2814,K30,NA
822584784,LEWIS COUNTY FOOD PANTRY INC,PO BOX 81,MONTICELLO,MO,63457-0081,K31,NA
822610037,EARTHS TABLE LTD,PO BOX 3709,BOULDER,CO,80307-3709,K20,NA
822619891,MOUNTAINS & PLAINS FIBERSHED INC,6321 W 111TH AVE,WESTMINSTER,CO,80020-3171,K20,NA
822626487,CULTIVATE ABUNDANCE,17151 LAURELIN CT,N FT MYERS,FL,33917-3823,K31,NA
822638834,CHRISTO NICOLE FOUNDATION INC,10214 LANGMUIR AVE,SUNLAND,CA,91040-3325,K30,NA
822638878,OUR NEIGHBORS CUPBOARD INC,PO BOX 184,TISHOMINGO,OK,73460-0184,K31,NA
822650231,RENO GLEANING PROJECT,10580 N MCCARRAN BLVD 115-444,RENO,NV,89503-1896,K30,NA
822658888,HARVESTER LIONS FOUNDATION,4835 CENTRAL SCHOOL RD,SAINT CHARLES,MO,63304-7105,P20,NA
822661052,NUBRYS KITCHEN,521S MARYLAND PKWY,LAS VEGAS,NV,89101-7237,K11,NA
822665443,WOMENS FOOD TRUCK ORGANIZATION,18510 IMAGINATION WAY,CYPRESS,TX,77433-8128,K30,NA
822667245,HORSEMANS QUARTER HORSE ASSOCIATION OF GEORGIA INC,PO BOX 727,STATESBORO,GA,30459-0727,K20,NA
822678314,WEISS FFA ALUMNI,388 EXCHANGE BLVD UNIT 1356,HUTTO,TX,78634-8057,K20,NA
822690555,REY FOUNDATION,8923 CULEBRA RD STE 109,SAN ANTONIO,TX,78251-2840,K12,NA
822707649,SOUTHEAST REGIONAL COOPERATIVE INC,3400 N DESERT DR,EAST POINT,GA,30344-5719,K12,NA
822723891,PORTLAND SECRET DINING SOCIETY,17930 SW SHASTA TRL,TUALATIN,OR,97062-8453,K30,NA
822736891,LIAM MICHAEL FOUNDATION,6114 SUNTAN DR,SAINT CHARLES,MO,63301-8489,K30,NA
822751811,VATA DIA LUZINGU,6319 20TH AVE NE,SEATTLE,WA,98115-6909,K20,NA
822752277,FROM FAUNA INC,2000 BROADWAY ST,SAN FRANCISCO,CA,94115-1581,K12,NA
822764879,WAXAHACHIE LITTLE PANTRY,304 W 5TH ST,WAXAHACHIE,TX,75165-2520,K31,NA
822798290,NOURISHING FOOD FOR THOUGHT INC,18591 131ST TRL N,JUPITER,FL,33478-3657,K99,NA
822822515,SOULS UNITED,1500 12TH AVE S APT 510,NASHVILLE,TN,37203-5119,K30,NA
822823841,HEAVENLY SMILES OUTREACH MINISTRIES II,1024 N DOUGLAS BLVD,MIDWEST CITY,OK,73130-2308,K31,NA
822859091,LIL BIT FOOD PANTRY,1675 NW ODEM AVE,TERREBONNE,OR,97760-9493,K31,NA
822874247,ABSAROKEE AREA FOOD BANK,PO BOX 238,ABSAROKEE,MT,59001-0238,K31,NA
822874353,FEED SEVEN GENERATIONS,3156 GARFIELD ST,ENUMCLAW,WA,98022-2439,K20,NA
822877276,DONAVANS DREAM,114 PARK PL,BARNESVILLE,GA,30204-3369,K31,NA
822885838,FEEDING KITSAP,8231 NE 360TH ST,HANSVILLE,WA,98340-9760,K30,NA
822888041,ARTISAN ALLEY FARMERS AND MAKERS MARKET INC,112 NEW YORK AVENUE WEST,DELAND,FL,32720-5451,K99,NA
822893096,TELLER PANTRY FRIENDS,1150 GARFIELD ST,DENVER,CO,80206-3513,P20,NA
822939889,SAN JOAQUIN JUNETEENTH FOUNDATION INC,943 N EL DORADO ST,STOCKTON,CA,95202-1302,K99,NA
822953281,LONGHORN POSSE,6128 WEILAND RD,WEATHERFORD,TX,76088-8427,K20,NA
822966326,RAINY DAY CHEFS,19115 NE 45TH PL,SAMMAMISH,WA,98074-4627,K30,NA
822966883,KAIVIN FARM EDUCATIONAL PROGRAMS,PO BOX 349,KALAHEO,HI,96741-0349,K20,NA
822974366,HOPE 4 EVERYONE FOUNDATION,1630 W 139TH ST,GARDENA,CA,90249-3003,K30,NA
822982125,URBAN FOOD LOOP PROJECT,PO BOX 7781,LITTLE ROCK,AR,72217-7781,K99,NA
822983972,JBW BBQ,731 PETERSON RD S,IOWA PARK,TX,76367-7266,K99,NA
822985032,MOBILE TURKEY UNIT OF WHIDBEY ISLAND,6573 COLUMBIA BEACH DR,CLINTON,WA,98236-9604,K30,NA
822988357,NEVADA COUNTY FARM BUREAU FOUNDATION,13128 OWL CREEK RD,NEVADA CITY,CA,95959-9733,K12,NA
822990802,FOOD FOREST COLLECTIVE,PO BOX 28785,SEATTLE,WA,98118-8785,K30,BEACON FOOD FOREST
822999499,BRILLIANT SMILES ORTHODONTICS KIDZ KLOZET CORP,580 MALABAR RD SE,PALM BAY,FL,32907-3107,K30,NA
823002377,SOUTH FLORIDA COMMUNITY CORAL NURSERY INC,1101 NE 40TH CT,OAKLAND PARK,FL,33334-3093,K20,NA
823027333,1017 PROJECT,PO BOX 19,POWELL BUTTE,OR,97753-0019,K31,NA
823032913,LUAAC-LEAUGE OF UNITED AFRICAN AMERICAN CITIZENS,1635 TUMBLEWEED WAY,LOS BANOS,CA,93635-8545,K30,NA
823062633,VANBUREN COUNCIL FOR HUMAN SERVICES NP,17610 BELLFLOWER BLVD,BELLFLOWER,CA,90706-8000,K31,NA
823101984,SHEPHERD FARMS SOUTH TEXAS,PO BOX 276283,SAN ANTONIO,TX,78227-6283,K31,NA
823104230,FRIONA VOCATIONAL AGRICULTURE ASSOCIATION,PO BOX 305,FRIONA,TX,79035-0305,K20,NA
823114888,HEARTS AGAINST HUNGER INC,2355 COMPTON PL,SUWANEE,GA,30024-3184,K30,NA
823131342,BCYFR SUPPORTERS,PO BOX 1101,BROWNWOOD,TX,76804-1101,K20,NA
823145281,PETS AND PEOPLE PANTRY INC,12329 W COLUMBINE DR,EL MIRAGE,AZ,85335-5269,K30,NA
823159905,REGENERATIVE ORGANIC STANDARDS WORKING GROUP,2108 N ST STE 8039,SACRAMENTO,CA,95816-5712,K20,NA
823186327,BEYOND VISION FOUNDATION,2382 ALLEN RD,ELK,WA,99009-9579,K31,NA
823212998,FROTH AND BUBBLE FOUNDATION FOR FOOD ASSISTANCE INC,7349 VIA PASEO DEL SUR SU 515-426,SCOTTSDALE,AZ,85258-3764,P60,NA
823226185,FEEDING ALABAMA,1414 GOLDEN SPRINGS RD STE 200,ANNISTON,AL,36207-0000,K31,NA
823230744,MOUNTAIN FOLK FOOD BANK,3181 IOWA HILL RD,IOWA HILL,CA,95713-9302,P20,NA
823237428,FAITH FOOD FRIDAYS,826 SOLANO AVENUE,VALLEJO,CA,94590-0000,K30,NA
823256233,PS SERVING VETERANS AND THE COMMUNITY,7100 OAK CRESCENT LN,GARDENDALE,AL,35071-1198,K31,NA
823258548,BUILD PUTT GIVE INC,9822 TAPESTRY PARK CIR STE 205,JACKSONVILLE,FL,32246-9260,K31,NA
823262994,MEGHANS WISH FOUNDATION,19599 E BELLEVIEW PL,CENTENNIAL,CO,80015-3723,K30,NA
823263277,LIFE CHANGE OUTREACH CENTER,PO BOX 81392,LAS VEGAS,NV,89180-1392,K31,NA
823270729,FLORIDA FOOD FORCE INC,11523 PROSPEROUS DR,ODESSA,FL,33556-3453,K11,NA
823301630,NEVADA FOOD SAFETY TASK FORCE,220 E FLAMINGO RD UNIT 109,LAS VEGAS,NV,89169-0301,K99,NA
823303110,LIVING EARTH AGRICULTURE FOUNDATION,7715 ARAPAHOE RD,BOULDER,CO,80303-1519,K20,NA
823308163,GIVING GARDENS INC,79 COOPER LAKE RD SE,MABLETON,GA,30126-1801,K99,NA
823309796,BREAKING BREAD BEYOND INC,PO BOX 901,SANFORD,FL,32772-0901,K30,NA
823336440,HOUSE OF JABEZ INC,1659 RIVERWAY BEND CIR,DALLAS,TX,75217-2600,K31,NA
823347778,ACACIA CRAFTSMEN OF LOS ANGELES CALIFORNIA INC,827 E HADLER ST,CARSON,CA,90745-3321,K30,NA
823352200,FEEDING DUMAS INC,1309 MELINDA LN,DUMAS,TX,79029-5360,K31,NA
823405113,OPERATION FEEDING TEMPLE INC,3509 HICKORY RD,TEMPLE,TX,76502-2355,K31,FOOD FOR FAMILIES
823422044,NOVUS OPTIMUS FOUNDATION,840 S RANCHO DR STE 4 PMB 372,LAS VEGAS,NV,89106-3800,K20,NA
823423330,PPI PROVIDENTIAL PROVISION INC SERVICES,523 COUNTY ROAD 4760,WINNSBORO,TX,75494-0000,K99,NA
823423880,FEED IN NEED INC,1302 N MARION ST,TAMPA,FL,33602-2917,K35,NA
823439067,DAIRY FARMERS OF AMERICA INC ADVANCING DAIRY ASSOCIATION,1405 N 98TH ST,KANSAS CITY,KS,66111-1865,K12,NA
823454640,COMMUNITY MISSION,402 N ELSON ST,KIRKSVILLE,MO,63501-2821,K30,NA
823454990,NO-TILL TEXAS INC,3021 FM 37,PETERSBURG,TX,79250-3435,K11,NA
823455053,JIMGLAYDS FOUNDATION,PO BOX 2115,MANSFIELD,TX,76063-0020,K31,NA
823564087,LOVE GIVES MINISTRIES INC,8910 TEAL LN,JONESBORO,GA,30236-5060,K30,NA
823573976,CALIFORNIA ASSOCIATION OF TEXAS LONGHORN BREEDERS,10300 DUTSCHKE RD,IONE,CA,95640-9731,K20,CATL BREEDERS
823580827,SOLSTICE ACRE,5418 PILOT PEAK RD,LARAMIE,WY,82070-5326,K30,NA
823581021,AGRO FARM CORPORATION,4933 E LANSING WAY UNIT 105,FRESNO,CA,93727-7445,K99,NA
823590348,MENDEZENIANS OF SOUTHERN CALIFORNIA USA - GREATER LOS ANGELES,22218 DOLORES ST APT 2,CARSON,CA,90745-3037,K35,NA
823595397,FEED HIS LAMBS FOUNDATION,425 W MORSE AVE,BONNER SPGS,KS,66012-1833,K30,FEED HIS LAMBS
823627960,SISTERS OF SARAI,PO BOX 152587,ARLINGTON,TX,76015-8587,K11,NA
823651194,IOLA FOOD PANTRY INC,PO BOX 220,IOLA,TX,77861-0220,K31,NA
823653383,NOBLE NUTRITION INC,600 METHODIST ST APT 2120,RED OAK,TX,75154-4262,K30,NA
823659002,HOPE AN INTERDENOMINATIONAL MINISTRY IN ELBERT COUNTY INC,1016 RUCKERSVILLE RD,ELBERTON,GA,30635-1354,K30,NA
823662507,MEALS FOR THE HEARTS,1569 COUNTY ROAD 1224,CLEBURNE,TX,76033-0000,K30,NA
823671042,LEXINGTON FOOD PANTRY,914 FRANKLIN AVE,LEXINGTON,MO,64067-1332,K31,NA
823674793,ANGEL LAND FOOD FOREST INC,50 STRATFORD RD,ENGLEWOOD,FL,34223-3032,K30,NA
823696029,JABEZZ MINISTRY INC,4200 BOWDEN ST,FRISCO CITY,AL,36445-5420,K31,JABEZZ
823708486,OLD METAIRIE GARDEN CLUB NONPROFIT CORPORATION,55 METAIRIE CT,METAIRIE,LA,70001-3072,K20,NA
823717093,JOHN 1334 MINISTRIES,425 N GREENFIELD RD,GILBERT,AZ,85234-5053,K31,NA
823727998,FEEDING HOPE INC,1370 KIRBY BRIDGE RD,DANVILLE,AL,35619-6021,K30,NA
823735949,HOMELESS & HUNGRY MINISTRY,15305 S BERENDO AVENUE,GARDENA,CA,90247-4164,K30,NA
823743988,LOC FOOD PANTRY INC,2000 AIRPORT RD,TEMPLE,TX,76504-3940,K31,NA
823748739,ALIANZA AGRI-CULTURA DE TAOS,PO BOX 2949,TAOS,NM,87571-2949,K20,NA
823760456,FEED THE HUNGRY PANTRY OF PALM BEACH COUNTY INC,8306 155TH PL N,PALM BCH GDNS,FL,33418-1880,K30,NA
823762799,HUFFMAN COMMUNITY FOUNDATION,711 GENE REED RD,BIRMINGHAM,AL,35235-1122,K30,NA
823767965,JJ HELPING HANDS INC,17 NE 1ST RD UNIT C,HOMESTEAD,FL,33030-6110,K30,NA
823780821,GODS UNCHANGING HANDS FEEDING MINISTRY,178 TRACE LOOP,MANDEVILLE,LA,70448-7558,P60,NA
823784793,PORT ORFORD COMMUNITY DINNERS INC,PO BOX 1261,PORT ORFORD,OR,97465-1261,K30,NA
823785357,LMJ FOUNDATION INC,530 NE 173RD ST,N MIAMI BEACH,FL,33162-1953,K30,NA
823811346,LOUISIANA FOR ALL,2200 VETERANS MEMORIAL BLVD,KENNER,LA,70062-4001,K30,NA
823835185,MEATLESS SUPPORT INC,PO BOX 1031,WINTER PARK,FL,32790-1031,K99,NA
823850408,HOLISTIC CHARITIES FOUNDATION,2648 ROCKCREST CT,WEST PALM BCH,FL,33415-8173,K12,NA
823875510,BETTER THE FARM,2535 GILBERT AVE,MISSOULA,MT,59802-3207,K12,NA
823875847,A MEAL WITH DIGNITY,45 DIVISADERO ST,SAN FRANCISCO,CA,94117-3210,K30,NA
823882677,GRACE MALNUTRITION CENTER INCORPORATED,23 PLEASANT DR,ORMOND BEACH,FL,32176-7705,K99,NA
823893555,CORNERSTONE FAMILY RESOURCE CENTER,743 SHADY LODGE LN,SPRING,TX,77373-8590,K31,NA
823904795,LIGHTHOUSE RANCH,24215 SALMON RIVER HWY,WILLAMINA,OR,97396-9727,K99,NA
823969264,FREECHEE INC,5604 GRAVE CREEK RD,EUREKA,MT,59917-8600,K30,NA
823992276,FEED THE NEED OF PUTNAM COUNTY INC,PO BOX 1321,PALATKA,FL,32178-1321,K30,NA
823998256,WASTE NOT WANT NOT,3915 W DAVIS ST STE 130 PMB 223,CONROE,TX,77304-1881,K30,NA
824004536,OAK A NON-PROFIT ORGANIZATION,701 PARKVALE LN,GRAND PRAIRIE,TX,75052-5216,K31,NA
824005770,CAFE MANNA,836 STONEWALL ST,MEMPHIS,TN,38107-4444,K34,NA
824060407,MIMS INC THE MISSION INCREASES MOMENTUM SEAMLESSLY,1380 COCHRAN XING,MCDONOUGH,GA,30252-8071,K31,NA
824074250,LOVE THY NEIGHBOR,801 LOUISE WISE AVE NW,ORTING,WA,98360-7500,K31,NA
824076535,PARKVIEW-SALK PANTY PROJECT 25-35,5805 S SHERIDAN RD,TULSA,OK,74145-9215,K31,NA
824098148,TEXAS MASTER GARDENER ASSOCIATION,100 W WASHINGTON ST COURTHOUSE FL 2,STEPHENVILLE,TX,76401-4255,K20,ERATH COUNTY MASTER GARDENERS
824103714,PIZZA MAN,22560 101ST LN SW,VASHON,WA,98070-7099,K30,NA
824107029,COLUMBUS FOOD PANTRY INC,PO BOX 1253,COLUMBUS,TX,78934-1253,K31,NA
824145963,BELGIAN LANE FARMS,2678 SUNNYDALE RD,GREENEVILLE,TN,37743-6088,K20,NA
824152649,GATEWAY FARMERS MARKET,915 E 9TH ST,TEXARKANA,AR,71854-5101,K93,NA
824153719,SHARENET FOOD BANK,PO BOX 479,KINGSTON,WA,98346-0479,K31,NA
824192494,PANHANDLE ANTIQUE TRACTOR AND ENGINE CLUB INC,217 CEDAR ST 123,SANDPOINT,ID,83864-1410,K20,NA
824205332,FAMCORE FOUNDATION INC,3517 JOHNSON STREET PO BOX 1773,METAIRIE,LA,70005-0000,K30,NA
824218755,ACCION CAMPESINA FOUNDATION CORPORATION,C/O MONAHAN 75 VALENCIA AVE 703,CORAL GABLES,FL,33134-0000,K20,NA
824231247,PERCUSSION FARMS AND PRESERVES,328 NE 162ND ST,SHORELINE,WA,98155-5730,K20,NA
824233842,FATHERS HANDS MINISTRY INC,5911 DEXTER COURT,TITUSVILLE,FL,32780-0000,K30,NA
824296441,BACKPACK MEALS FOR KIDS,6947 COAL CREEK PKWY SE,NEWCASTLE,WA,98059-3136,K30,NA
824308154,COLLABORATIVE FOR FRESH PRODUCE,PO BOX 8081,WESLACO,TX,78599-8081,K30,NA
824330031,SANDWICHES4THE HUNGRY,821 KINGSWOOD AVE,RICHARDSON,TX,75080-3044,K30,NA
824333230,SUSTAIN HUNTSVILLE,4419 SHADY LN,HUNTSVILLE,TX,77320-9409,K30,NA
824335008,MCDADE FFA AND YOUTH BOOSTER CLUB,PO BOX 304,MCDADE,TX,78650-0304,K20,NA
824375376,CEDAR COUNTY FARMERS MARKET EL DORADO SPRINGS,9010 S 751 RD,STOCKTON,MO,65785-8566,K99,NA
824410341,SERVICES BY GRACE INC,134 ROCK SPRING RD,OWENS X RDS,AL,35763-9504,K31,NA
824432347,VEGETABLES AND VOLUNTEERS INC,19075 CANTRELL RD,LINWOOD,KS,66052-4618,K30,NA
824454171,RESOURCEFUL LIVING INC,146 BEAR CREEK RD,JONESBURG,MO,63351-2600,K99,NA
824455467,TASTE OF STYLE,PO BOX 812,TUALATIN,OR,97062-0812,K12,NA
824526744,AGAMERICA GIVING INC,4030 SOUTH PIPKIN ROAD,LAKELAND,FL,33811-1902,K12,NA
824551375,OFCC FOOD PANTRY INC,3500 LOHMANS FORD RD UNIT 1,LAGO VISTA,TX,78645-8033,K31,NA
824557461,PANTRY JC,PO BOX 105563,JEFFERSON CTY,MO,65110-5563,K31,NA
824565872,NUTRITION AID NETWORK INCORPORATED,847 CONNERS CV,LAWRENCEVILLE,GA,30044-6934,K30,NA
824594246,NEW ROOTS INSTITUTE,1110 N VIRGIL AVE SUITE 98280,LOS ANGELES,CA,90029-2016,K19,NA
824600181,TUCK AND RUN FOUNDATION,7505 MANSE RANCH AVE,LAS VEGAS,NV,89179-2055,K30,NA
824609001,SALMON COMMUNITY DINNER TABLE INC,200 FULTON ST STE 202,SALMON,ID,83467-4902,K30,NA
824617249,FOOD FOR THE POOREST INC,6430 RICHMOND AVE STE 300,HOUSTON,TX,77057-5919,K99,NA
824628145,PLANT BASED FOR ALL,3773 E 11TH ST,LONG BEACH,CA,90804-4039,K30,NA
824648182,WEPRODUCEGRADS,1455 SAINT ALBANS DR,BATON ROUGE,LA,70810-3569,K12,NA
824655810,FOUNDATION FOR RANCH MANAGEMENT,70 SW CENTURY DR STE 100 PMB 330,BEND,OR,97702-3558,K11,NA
824710558,FOOD ALMIGHTY GUARDIAN-ANGELS INC,1247 W MAN OF WAR COVE,SOUTH JORDAN,UT,84095-0000,K31,FOOD ALMIGHTY GUARDIAN-ANGELS
824713356,LOCAL FOOD WORKS FOUNDATION,PO BOX 2357,SALINA,KS,67402-2357,K99,NA
824745457,TWIN FALLS COUNTY BEEF AWARDS COMMITTEE INC,2821 E 3200 N,TWIN FALLS,ID,83301-0515,K12,NA
824768380,GRIMES FAMILY FARM INC,475 COOK DR,ELLENWOOD,GA,30294-2642,K99,NA
824775211,KNOWLEDGE AND EMPOWERMENT,1141 KENDALL TOWN BLVD,JACKSONVILE,FL,32225-7242,K99,NA
824782559,50 GIVES BACK INC,20936 GRESHAM ST APT 6,CANOGA PARK,CA,91304-1827,K30,NA
824789472,SUSTAINABLE FOOD PRODUCTION,104 W 10TH ST,FULTON,MO,65251-1810,K99,NA
824845830,NAPLES FOOD CUPBOARD,PO BOX 1386,BONNERS FERRY,ID,83805-1386,K31,NA
824882255,THREE SISTERS KITCHEN,109 GOLD AVE SW,ALBUQUERQUE,NM,87102-3327,K99,NA
824900278,HERU URBAN FARMING AND GARDEN,3853 LINDELL BLVD,SAINT LOUIS,MO,63108-3413,K20,HERU URBAN FARMING AND GARDEN
824900923,PLAYER VS HUNGER,7050 BROOKHOLLOW WEST DR UNIT 40144,HOUSTON,TX,77240-0810,K31,NA
824927169,INFINITE GLORY INC,8274 MCKENZIE PL,LITHONIA,GA,30058-5200,K30,NA
824948428,ROBERT DURAN FOOD PANTRY INC,PO BOX 374,PALACIOS,TX,77465-0374,K31,ROBERT DURAN FOOD PANTRY
824952513,DOWNTOWN HATTIESBURG FARMERS MARKET,PO BOX 150,HATTIESBURG,MS,39403-0150,K30,NA
824972320,LOVE AND MEALS,1597 EDMONDSON TRL,ROCKWALL,TX,75087-6021,K35,NA
825041538,BEBISH,99 KING ST UNIT 1421,ST AUGUSTINE,FL,32085-7760,K31,NA
825161641,COMMUNITY RURAL FOOD DELIVERY,PO BOX 1066,PULASKI,TN,38478-1066,K30,COMMUNITY RFD
825167776,CALIFARM FRESH,1319 WASHINGTON AVE UNIT 786,SAN LEANDRO,CA,94577-7131,K30,NA
825178951,HOPE FULL EATING,6405 79TH AVE NE,OLYMPIA,WA,98516-9515,K30,NA
825180956,FRESH FOOD CONNECT,PO BOX 181582,DENVER,CO,80218-8830,K30,NA
825181690,RAISING NATIVE HOPE INCORPORATED,1733 S 140TH EAST AVE,TULSA,OK,74108-5513,K30,NA
825189315,MISSISSIPPI FOOD POLICY COUNCIL,1436 KIMWOOD DR,JACKSON,MS,39211-5914,P20,NA
825192919,CHABAD OF BELLEVUE-REDMOND,16199 NORTHUP WAY,BELLEVUE,WA,98008-2542,K31,NA
